name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;542;0;704;3085;1034;3085;1034;0
header;151;155;151;186;1788;186;1788;155
C;718;318;718;364;755;364;755;318
B;956;321;956;364;987;364;987;321
D;805;321;805;364;836;364;836;321
B;768;321;768;362;793;362;793;321
C;916;321;916;364;947;364;947;321
D;996;323;996;365;1028;365;1028;323
A;959;499;959;528;983;528;983;499
A;726;801;726;801;726;801;726;801
B;962;1173;962;1200;984;1200;984;1173
C;958;1848;958;1876;979;1876;979;1848
A;893;2353;893;2356;897;2356;897;2353
A;822;2371;822;2377;827;2377;827;2371
D;967;2522;967;2549;989;2549;989;2522
A;747;2877;747;2905;756;2905;756;2877
B;1021;2877;1021;2907;1043;2907;1043;2877
