name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1002;0;1025;3079;1445;3079;1190;0
header;213;141;213;175;1842;175;1842;141
A;1017;202;1017;229;1038;229;1038;202
A;1116;393;1116;399;1121;399;1121;393
A;1205;530;1205;535;1211;535;1211;530
A;1240;798;1240;822;1254;822;1254;798
B;1022;873;1022;902;1044;902;1044;873
A;1235;1523;1235;1524;1235;1524;1235;1523
C;1027;1543;1027;1572;1049;1572;1049;1543
A;1358;2133;1358;2138;1363;2138;1363;2133
D;1035;2214;1035;2241;1056;2241;1056;2214
C;1094;2569;1094;2612;1125;2612;1125;2569
A;1184;2597;1184;2609;1196;2609;1196;2597
